new_text,new_label
"['عايزة', 'اشوف', 'الاوردر']","['show', 'show', 'order']"
['اشوف'],['show']
"['تشيكن', 'سوبريم', 'بيتزا', 'غير']","['ItemName', 'ItemName', 'ItemName', 'change']"
['تشيكن'],['ItemName']
"['الاوردر', '3']","['order', 'item_number']"
"['اعدل', 'العنوان']","['edit', 'address']"
['ايه'],['late']
['احذف'],['delete']
"['عايزة', 'امسح', 'عنواني']","['show', 'delete', 'address']"
"['اشوف', 'حسابى']","['show', 'invoice']"
"['احدث', 'رقم', 'موبايلي']","['update_data', 'phone_number', 'phone_number']"
"['اشوف', 'اوردراتي', 'السابقة']","['show', 'order', 'previous']"
"['عايزة', 'اعرف', 'كام', 'الفاتورة']","['show', 'show', 'invoice', 'invoice']"
['الغي'],['cancel']
['اشوف'],['show']
"['قائمة', 'المنيو']","['Menu', 'Menu']"
['المنيو'],['Menu']
"['رقم', 'فاضله', 'ايه']","['phone_number', 'late', 'late']"
"['عنوان', 'البيت']","['address', 'address']"
['السندوتشات'],['ItemName']
"['عايزة', 'العنوان']","['show', 'address']"
"['اشوف', 'المنيو']","['show', 'Menu']"
['رقم'],['phone_number']
['الطعام'],['Menu']
"['تبعتلي', 'القائمة']","['show', 'Menu']"
"['الاوردر', 'ايه']","['order', 'late']"
"['بيتزا', 'صغيرة']","['ItemName', 'itemSize']"
"['الاوردرات', 'السابقة']","['order', 'previous']"
['كام'],['invoice']
['العنوان'],['address']
"['مع', 'واحد']","['add', 'item_number']"
"['وريني', 'الطعام']","['show', 'Menu']"
['رقم'],['phone_number']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['الاوردر', '2', 'ساندوتش', 'مع']","['order', 'item_number', 'ItemName', 'add']"
"['الاشياء', 'طلبتها', 'الاوردر']","['order', 'order', 'order']"
"['رقم', 'للرقم']","['phone_number', 'phone_number']"
"['اسجل', 'عنوان']","['update_data', 'address']"
"['وريني', 'المنيو']","['show', 'Menu']"
['تبعتلي'],['show']
['عنواني'],['address']
['عنوان'],['address']
"['اعدل', 'العنوان']","['edit', 'address']"
"['اشوف', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
"['الحجم', 'الكبير']","['itemSize', 'itemSize']"
['الطعام'],['Menu']
"['اشوف', 'القديمة']","['show', 'previous']"
"['اعدل', 'عنوان', 'البيت']","['edit', 'address', 'address']"
"['تفرجيني', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
"['تعرضلي', 'منيو']","['show', 'Menu']"
"['احط', 'رقم']","['add', 'phone_number']"
"['اشوف', 'الكارت']","['show', 'card']"
"['2', 'بيتزا']","['item_number', 'ItemName']"
"['عايزة', 'اسجل', 'عنواني']","['show', 'update_data', 'address']"
['اللغة'],['Language']
"['عنوان', 'البيت']","['address', 'address']"
"['اعرضلي', 'الكارت']","['show', 'card']"
['اللغة'],['Language']
['الفاتورة'],['invoice']
['تضيفلي'],['add']
['ايه'],['late']
"['عايزة', 'احدث', 'عنواني']","['show', 'update_data', 'address']"
['كبيرة'],['itemSize']
"['اعرضلي', 'الاوردر']","['show', 'order']"
"['اضيف', 'عنواني']","['add', 'address']"
"['اغير', 'رقم']","['change', 'phone_number']"
['الاوردر'],['order']
['الاوردر'],['order']
"['تشيكن', 'ميل']","['ItemName', 'ItemName']"
['الطلبات'],['order']
"['عنوان', 'البيت']","['address', 'address']"
"['امسح', 'العنوان']","['delete', 'address']"
"['اضيف', 'عنوان', 'البيت']","['add', 'address', 'address']"
"['منيو', 'السندوتشات']","['Menu', 'ItemName']"
['شوف'],['show']
['البيت'],['address']
['تشيكن'],['ItemName']
['رقم'],['phone_number']
['العنوان'],['address']
"['شوف', 'الطلبات', 'القديمة', 'قبل']","['show', 'order', 'previous', 'previous']"
"['عنوان', 'البيت']","['address', 'address']"
"['تفرجيني', 'منيو']","['show', 'Menu']"
"['اشوف', 'منيو']","['show', 'Menu']"
"['الغي', 'العنوان']","['cancel', 'address']"
['مع'],['add']
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
"['اشوف', 'الاوردرات', 'القديمة']","['show', 'order', 'previous']"
"['اعرف', 'قديش', 'وقت', 'الاوردر']","['show', 'show', 'late', 'order']"
"['اغير', 'اللغة']","['change', 'Language']"
"['تغير', 'عنواني']","['change', 'address']"
"['احذف', 'العنوان']","['delete', 'address']"
['3'],['item_number']
"['اسجل', 'عنوان']","['update_data', 'address']"
"['تفرجيني', 'الاوردر']","['show', 'order']"
['العنوان'],['address']
['حذف'],['delete']
"['اضيف', 'رقم']","['add', 'phone_number']"
['رقم'],['phone_number']
['اشوف'],['show']
['2'],['item_number']
"['اشوف', 'اوردر']","['show', 'order']"
['اعرف'],['show']
"['القائمة', 'البيانات']","['Menu', 'update_data']"
"['عايزة', 'احذف', 'عنوان', 'البيت']","['show', 'delete', 'address', 'address']"
['عايزة'],['show']
['غير'],['change']
"['غير', 'لغة']","['change', 'Language']"
['امسح'],['delete']
"['تبعتلي', 'منيو']","['show', 'Menu']"
['اشوف'],['show']
"['احط', 'عنوان', 'البيت']","['add', 'address', 'address']"
"['اضيف', 'رقم', 'غير']","['add', 'phone_number', 'change']"
['عايزة'],['show']
['اروح'],['show']
"['عايزة', 'اشوف', 'الاوردرات']","['show', 'show', 'order']"
['رقم'],['phone_number']
['هاخد'],['show']
['المنيو'],['Menu']
"['عايزة', 'عنوان', 'البيت']","['show', 'address', 'address']"
['عنوان'],['address']
"['عطيني', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
['عنواني'],['address']
"['شوف', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
"['اشوف', 'منيو']","['show', 'Menu']"
['ساندوتش'],['ItemName']
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
"['احدث', 'رقم', 'موبايلي']","['update_data', 'phone_number', 'phone_number']"
"['2', 'سلطة']","['item_number', 'ItemName']"
"['اعرضلي', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['اشوف', 'طلبتها']","['show', 'order']"
['كام'],['invoice']
"['الحجم', 'الكبير']","['itemSize', 'itemSize']"
"['اروح', 'تغيير', 'البيانات']","['show', 'change', 'update_data']"
"['اعرف', 'الفاتورة']","['show', 'invoice']"
['ايه'],['late']
"['امسح', 'العنوان']","['delete', 'address']"
"['تغيرلي', 'رقم']","['change', 'phone_number']"
"['الحجم', 'الكبير']","['itemSize', 'itemSize']"
['الاوردر'],['order']
['ايه'],['late']
"['اغير', 'رقم']","['change', 'phone_number']"
"['عايزة', 'دلوقتي']","['show', 'late']"
['اعرضلي'],['show']
['كام'],['invoice']
"['2', 'تشيكن']","['item_number', 'ItemName']"
"['عطيني', 'الكارت']","['show', 'card']"
['تشيكن'],['ItemName']
['الاوردر'],['order']
['الاوردر'],['order']
['اشوف'],['show']
['منيو'],['Menu']
"['الاوردر', 'رقم']","['order', 'phone_number']"
['اشوف'],['show']
['الاوردرات'],['order']
"['اعرف', 'الاوردر']","['show', 'order']"
['اعرضلي'],['show']
"['اشوف', 'الاوردر']","['show', 'order']"
['اوردر'],['order']
"['الغي', 'العنوان']","['cancel', 'address']"
['تضيفلي'],['add']
"['شوف', 'الاوردرات']","['show', 'order']"
"['شوف', 'الطعام']","['show', 'Menu']"
"['اشوف', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['اسجل', 'العنوان']","['update_data', 'address']"
"['بيتزا', 'بدون', 'بصل']","['ItemName', 'Exclude', 'Exclude']"
['كبير'],['itemSize']
['اروح'],['show']
['الله'],['Gbu']
['رقم'],['phone_number']
"['عايزة', 'اضيف', 'عنواني']","['show', 'add', 'address']"
"['عايزة', 'اسجل', 'عنوان', 'البيت']","['show', 'update_data', 'address', 'address']"
['عنوان'],['address']
['الاوردر'],['order']
"['عطيني', 'المنيو']","['show', 'Menu']"
['عنوان'],['address']
['الاوردر'],['order']
['عايزة'],['show']
"['الغي', 'عنوان', 'البيت']","['cancel', 'address', 'address']"
"['اشوف', 'طلباتي']","['show', 'order']"
"['عنوان', 'البيت']","['address', 'address']"
"['عايزة', 'اعدل', 'العنوان']","['show', 'edit', 'address']"
['شوف'],['show']
"['اغير', 'عنوان']","['change', 'address']"
['الاوردر'],['order']
['الغي'],['cancel']
['العنوان'],['address']
['للرقم'],['phone_number']
['السابقة'],['previous']
"['اعرضلي', 'بيتزا']","['show', 'ItemName']"
"['عايزة', 'رقم', 'موبايلي']","['show', 'phone_number', 'phone_number']"
"['اضيف', 'عنواني']","['add', 'address']"
['الاوردر'],['order']
"['اشوف', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
['للحين'],['late']
"['شوف', 'الكارت']","['show', 'card']"
['قائمة'],['Menu']
"['تابعلي', 'الاوردر']","['show', 'order']"
['اوردر'],['order']
['الاوردر'],['order']
['تبعتلي'],['show']
['مع'],['add']
['للحين'],['late']
"['الاوردرات', 'السابقة']","['order', 'previous']"
['2'],['item_number']
"['وريني', 'منيو']","['show', 'Menu']"
"['شوف', 'الطلبات']","['show', 'order']"
['نظره'],['show']
"['عايزة', 'مع']","['show', 'add']"
"['شوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['اشوف', 'المنيو']","['show', 'Menu']"
['مع'],['add']
"['احط', 'رقم']","['add', 'phone_number']"
['اللغة'],['Language']
['رقم'],['phone_number']
"['غير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['امسح', 'العنوان']","['delete', 'address']"
"['شوف', 'الاوردرات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
['رقم'],['phone_number']
"['اشوف', 'الاوردرات', 'القديمة']","['show', 'order', 'previous']"
"['اشوف', 'طلبتها']","['show', 'order']"
['العنوان'],['address']
"['فاضله', 'ايه']","['late', 'late']"
"['تشيكن', 'مع', 'الاوردر']","['ItemName', 'add', 'order']"
"['منيو', 'الاطباق']","['Menu', 'Menu']"
"['الغي', 'عنواني']","['cancel', 'address']"
['وقت'],['late']
"['اعدل', 'رقم']","['edit', 'phone_number']"
"['اشوف', 'طلبتها']","['show', 'order']"
"['اعرضلي', 'الاوردر']","['show', 'order']"
"['عايزة', 'اغير', 'رقم']","['show', 'change', 'phone_number']"
"['اغير', 'بياناتي']","['change', 'update_data']"
"['تبديل', 'رقم']","['edit', 'phone_number']"
['مع'],['add']
['رقم'],['phone_number']
"['الاوردر', 'ايه']","['order', 'late']"
"['تبعتلي', 'الاوردر']","['show', 'order']"
['احذف'],['delete']
"['الاوردرات', 'السابقة']","['order', 'previous']"
['الاوردر'],['order']
"['وريني', 'قائمة', 'الطلبات']","['show', 'Menu', 'order']"
"['وريني', 'ايه']","['show', 'late']"
"['عايزة', 'القائمة']","['show', 'Menu']"
['رقم'],['phone_number']
['رقم'],['phone_number']
"['الاوردرات', 'السابقة']","['order', 'previous']"
['اوردر'],['order']
['رقم'],['phone_number']
['تفرجيني'],['show']
['الاوردر'],['order']
"['غير', 'رقم']","['change', 'phone_number']"
"['اعرف', 'ايه']","['show', 'late']"
['3'],['item_number']
['ايه'],['late']
['كام'],['invoice']
['المنيو'],['Menu']
"['شوف', 'القائمة']","['show', 'Menu']"
"['طلبتها', 'قبل']","['order', 'previous']"
['مع'],['add']
['المنيو'],['Menu']
['الاوردر'],['order']
"['3', 'تشيكن', 'مع']","['item_number', 'ItemName', 'add']"
"['الطلبات', 'لحد', 'دلوقتي']","['order', 'late', 'late']"
['الاوردرات'],['order']
['عايزة'],['show']
"['شوف', 'قائمة']","['show', 'Menu']"
"['عنوان', 'البيت']","['address', 'address']"
['الغي'],['cancel']
['الاوردر'],['order']
['عنواني'],['address']
['تفرجيني'],['show']
"['عايزة', 'البيانات']","['show', 'update_data']"
"['عنوان', 'البيت']","['address', 'address']"
"['الغي', 'العنوان']","['cancel', 'address']"
['المنيو'],['Menu']
"['تغيرلي', 'اللغة']","['change', 'Language']"
['عايزة'],['show']
"['الاوردر', 'ايه']","['order', 'late']"
['تشيكن'],['ItemName']
"['اعرف', 'الطلبات', 'رقم']","['show', 'order', 'phone_number']"
['الفاتورة'],['invoice']
"['تغير', 'للرقم']","['change', 'phone_number']"
['ايه'],['late']
"['احذف', 'ميل']","['delete', 'ItemName']"
['اضيف'],['add']
['اشوف'],['show']
['2'],['item_number']
"['شوف', 'الكارت']","['show', 'card']"
['الحجم'],['itemSize']
"['اسجل', 'عنوان']","['update_data', 'address']"
"['اغير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['اغير', 'العنوان']","['change', 'address']"
['اضيف'],['add']
['الطلبات'],['order']
['رقم'],['phone_number']
['مع'],['add']
['عايزة'],['show']
"['عايزة', 'اسجل', 'عنواني']","['show', 'update_data', 'address']"
"['شوف', 'الطلبات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['اشوف', 'الاوردرات']","['show', 'order']"
['اللغة'],['Language']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['اللغة'],['Language']
['الاوردر'],['order']
['الكارت'],['card']
"['2', 'بيتزا', 'كبيرة']","['item_number', 'ItemName', 'itemSize']"
['منيو'],['Menu']
"['القائمة', 'السابقة']","['Menu', 'previous']"
"['2', 'سلطة']","['item_number', 'ItemName']"
"['تغيرلي', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['احدث', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
"['اغير', 'رقم']","['change', 'phone_number']"
['اغير'],['change']
"['امسح', 'عنوان', 'البيت']","['delete', 'address', 'address']"
"['الاوردر', 'ايه']","['order', 'late']"
['الغي'],['cancel']
"['منيو', 'البيتزا']","['Menu', 'ItemName']"
"['تغيير', 'الجوال']","['change', 'phone_number']"
['عنواني'],['address']
['الفاتورة'],['invoice']
"['اضيف', 'عنوان']","['add', 'address']"
['القائمة'],['Menu']
"['اعرضلي', 'الطعام']","['show', 'Menu']"
"['اعرضلي', 'الاوردر']","['show', 'order']"
['العنوان'],['address']
"['تبعتلي', 'الاوردر']","['show', 'order']"
['كام'],['invoice']
"['عايزة', 'اضيف', 'عنواني']","['show', 'add', 'address']"
['منيو'],['Menu']
['عنوان'],['address']
"['عايزة', 'اشوف', 'قائمة', 'الطلبات']","['show', 'show', 'Menu', 'order']"
['اعرف'],['show']
"['الاوردر', '3', 'بيتزا', 'مع']","['order', 'item_number', 'ItemName', 'add']"
"['اشوف', 'الاوردر']","['show', 'order']"
"['عايزة', 'اعرف', 'كام']","['show', 'show', 'invoice']"
"['الغي', 'العنوان']","['cancel', 'address']"
['البيانات'],['update_data']
"['عايزة', 'الغي', 'عنواني']","['show', 'cancel', 'address']"
['تغيرلي'],['change']
['عايزة'],['show']
['عنواني'],['address']
"['غير', 'البيانات']","['change', 'update_data']"
['كام'],['invoice']
"['اشوف', 'منيو']","['show', 'Menu']"
"['3', 'سلطة']","['item_number', 'ItemName']"
['3'],['item_number']
['الاوردر'],['order']
"['الاوردر', 'دلوقتي']","['order', 'late']"
['ساندوتش'],['ItemName']
['احذف'],['delete']
['حسابى'],['invoice']
['طلبتها'],['order']
"['غير', 'موبايلي']","['change', 'phone_number']"
"['الاوردر', 'رقم']","['order', 'phone_number']"
"['وريني', 'ايه']","['show', 'late']"
['ساندوتش'],['ItemName']
"['عايزة', 'اشوف', 'الاوردرات', 'السابقة']","['show', 'show', 'order', 'previous']"
['العنوان'],['address']
"['اللغة', 'الانجليزية']","['Language', 'Language']"
['الفاتورة'],['invoice']
['ايه'],['late']
"['الاوردر', 'ايه']","['order', 'late']"
"['شوف', 'الطلبات', 'طلبتها']","['show', 'order', 'order']"
"['تبعتلي', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['رقم'],['phone_number']
"['شوف', 'الاوردر']","['show', 'order']"
"['عايزة', 'اعدل', 'عنوان', 'البيت']","['show', 'edit', 'address', 'address']"
['الاسبانية'],['Language']
"['الطلبات', 'السابقة']","['order', 'previous']"
"['شوف', 'الاوردر']","['show', 'order']"
"['عايزة', 'اشوف', 'قبل']","['show', 'show', 'previous']"
['الاوردر'],['order']
"['الطلبات', 'السابقة']","['order', 'previous']"
"['اعرف', 'الاوردر']","['show', 'order']"
['الانجليزية'],['Language']
['العنوان'],['address']
['لغة'],['Language']
['الطعام'],['Menu']
['المنيو'],['Menu']
"['عايزة', 'اضيف', 'عنوان', 'البيت']","['show', 'add', 'address', 'address']"
['منيو'],['Menu']
['اشوف'],['show']
['سوبر'],['ItemName']
"['الاوردر', 'للرقم']","['order', 'phone_number']"
"['عنوان', 'البيت']","['address', 'address']"
['للحين'],['late']
"['اشوف', 'الاوردرات']","['show', 'order']"
['الطعام'],['Menu']
"['اشوف', 'المنيو']","['show', 'Menu']"
['الاوردر'],['order']
"['الغي', 'عنواني']","['cancel', 'address']"
"['شوف', 'الطلبات']","['show', 'order']"
"['الهابي', 'ميل']","['ItemName', 'ItemName']"
"['حسابى', 'كام']","['invoice', 'invoice']"
['مع'],['add']
"['تبعتلي', 'منيو', 'سبكترا']","['show', 'Menu', 'location']"
['السابقة'],['previous']
"['الغي', 'ميل']","['cancel', 'ItemName']"
['اللغة'],['Language']
"['اغير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['كبير'],['itemSize']
"['غير', 'اللغة']","['change', 'Language']"
"['اعرف', 'الاوردر']","['show', 'order']"
['الاوردر'],['order']
['كبير'],['itemSize']
"['الطلبات', 'السابقة']","['order', 'previous']"
['العنوان'],['address']
"['الغي', 'العنوان']","['cancel', 'address']"
['بيتزا'],['ItemName']
"['بيتزا', 'سوبر', 'سوبريم']","['ItemName', 'ItemName', 'ItemName']"
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
['مع'],['add']
['طلبتها'],['order']
"['عايزة', 'الطلبات']","['show', 'order']"
['بدون'],['Exclude']
['الاوردر'],['order']
['تعرضلي'],['show']
"['شوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
['كبير'],['itemSize']
['اللغة'],['Language']
"['تفرجيني', 'اوردراتي', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
"['عايزة', '2', 'ساندوتش']","['show', 'item_number', 'ItemName']"
['قائمة'],['Menu']
"['شوف', 'طلبتها']","['show', 'order']"
"['اغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['عايزة', 'احدث', 'عنوان']","['show', 'update_data', 'address']"
['اللغة'],['Language']
['الاوردر'],['order']
['اشوف'],['show']
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
"['الاوردر', 'ايه']","['order', 'late']"
"['الاوردر', 'رقم']","['order', 'phone_number']"
['القائمة'],['Menu']
"['اشوف', 'منيو']","['show', 'Menu']"
['الاوردر'],['order']
['تعرضلي'],['show']
"['الاوردر', 'رقم']","['order', 'phone_number']"
"['شوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
"['تغيير', 'البيانات']","['change', 'update_data']"
"['قائمة', 'الطلبات', 'السابقة']","['Menu', 'order', 'previous']"
['العنوان'],['address']
"['اشوف', 'الطلبات']","['show', 'order']"
['الاوردر'],['order']
"['اعرف', 'ايه']","['show', 'late']"
"['غير', 'العنوان']","['change', 'address']"
['رقم'],['phone_number']
"['وقت', 'ايه']","['late', 'late']"
"['اسجل', 'عنواني']","['update_data', 'address']"
"['تبعتلي', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['تغيير', 'البيانات']","['change', 'update_data']"
"['اضيف', 'رقم']","['add', 'phone_number']"
['منيو'],['Menu']
['الاوردر'],['order']
['عايزة'],['show']
"['اضيف', 'رقم']","['add', 'phone_number']"
"['هاخد', '2', 'بيتزا']","['show', 'item_number', 'ItemName']"
"['شوف', 'المنيو']","['show', 'Menu']"
"['اشوف', 'الكارت']","['show', 'card']"
"['اعرف', 'وقت', 'ايه', 'الاوردر']","['show', 'late', 'late', 'order']"
"['اعرضلي', 'قائمة', 'تغيير', 'البيانات']","['show', 'Menu', 'change', 'update_data']"
['3'],['item_number']
['الطلبات'],['order']
['عنوان'],['address']
"['منيو', 'الاطباق']","['Menu', 'Menu']"
['الاوردر'],['order']
"['اعرف', 'وقت', 'اد', 'ايه']","['show', 'late', 'late', 'late']"
"['3', '2', 'كبير']","['item_number', 'item_number', 'itemSize']"
"['شوف', 'الكارت']","['show', 'card']"
['مع'],['add']
['2'],['item_number']
"['اغير', 'رقم']","['change', 'phone_number']"
['شوف'],['show']
"['الغي', 'عنوان']","['cancel', 'address']"
['كبير'],['itemSize']
['2'],['item_number']
"['غير', 'اللغة']","['change', 'Language']"
"['غير', 'رقم', 'للرقم']","['change', 'phone_number', 'phone_number']"
['مع'],['add']
"['امسح', 'عنوان', 'البيت']","['delete', 'address', 'address']"
['امسح'],['delete']
"['الطلبات', 'القديمة']","['order', 'previous']"
['كام'],['invoice']
"['اشوف', 'الطلبات']","['show', 'order']"
"['الاوردر', 'اد', 'ايه']","['order', 'late', 'late']"
['عنواني'],['address']
['مع'],['add']
['كبير'],['itemSize']
['مع'],['add']
['للرقم'],['phone_number']
['العنوان'],['address']
['سبكترا'],['location']
"['الاوردرات', 'طلبتها', 'قبل']","['order', 'order', 'previous']"
"['تغيرلي', 'عنواني']","['change', 'address']"
"['الغي', 'العنوان']","['cancel', 'address']"
['3'],['item_number']
['تشيكن'],['ItemName']
"['تفرجيني', 'منيو']","['show', 'Menu']"
['الاوردر'],['order']
['الاوردر'],['order']
"['تغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['هاخد', 'مع']","['show', 'add']"
['رقم'],['phone_number']
"['اعرضلي', 'الاوردر']","['show', 'order']"
"['عنوان', 'الاوردر']","['address', 'order']"
"['اشوف', 'القائمة']","['show', 'Menu']"
['اوردر'],['order']
"['عايزة', 'بيتزا', 'بصل']","['show', 'ItemName', 'Exclude']"
['كبيرة'],['itemSize']
['العنوان'],['address']
['الفاتورة'],['invoice']
['قائمة'],['Menu']
"['اشوف', 'طلباتي']","['show', 'order']"
"['احذف', 'العنوان']","['delete', 'address']"
['تشيكن'],['ItemName']
"['غير', 'رقم']","['change', 'phone_number']"
"['احدد', 'اللغة', 'الاسبانية']","['add', 'Language', 'Language']"
['بدون'],['Exclude']
['الاوردر'],['order']
"['رقم', 'الجوال', 'للرقم']","['phone_number', 'phone_number', 'phone_number']"
"['فاضله', 'اد', 'ايه']","['late', 'late', 'late']"
['عنواني'],['address']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['اعدل', 'العنوان']","['edit', 'address']"
['بيتزا'],['ItemName']
['عايزة'],['show']
"['عايزة', 'اللغة']","['show', 'Language']"
['تعرضلي'],['show']
['الطعام'],['Menu']
['مع'],['add']
"['غير', 'رقم']","['change', 'phone_number']"
"['غير', 'عنوان']","['change', 'address']"
['تغيرلي'],['change']
"['شوف', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['عنوان', 'البيت']","['address', 'address']"
['قديش'],['show']
"['اشوف', 'الطلبات']","['show', 'order']"
"['عايزة', 'اغير', 'العنوان']","['show', 'change', 'address']"
['احذف'],['delete']
['المنيو'],['Menu']
"['الاوردرات', 'القديمة']","['order', 'previous']"
['عنواني'],['address']
['عطيني'],['show']
['احذف'],['delete']
"['مع', 'الاوردر']","['add', 'order']"
['المنيو'],['Menu']
['اشوف'],['show']
['عنواني'],['address']
"['رقم', 'هاتفى', 'للرقم']","['phone_number', 'phone_number', 'phone_number']"
['مع'],['add']
['الفاتورة'],['invoice']
['الفاتورة'],['invoice']
"['عايزة', 'اشوف', 'الطلبات', 'القديمة']","['show', 'show', 'order', 'previous']"
"['2', 'سلطة']","['item_number', 'ItemName']"
"['غير', 'رقم']","['change', 'phone_number']"
['3'],['item_number']
"['اشوف', 'الطلبات']","['show', 'order']"
"['ايه', 'وقت', 'الاوردر']","['late', 'late', 'order']"
['عنواني'],['address']
"['الطلبات', 'السابقة']","['order', 'previous']"
"['3', 'بيتزا', 'تشيكن']","['item_number', 'ItemName', 'ItemName']"
"['الطلبات', 'طلبتها']","['order', 'order']"
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['اشوف', 'طلباتي', 'السابقة']","['show', 'order', 'previous']"
"['2', 'بيتزا']","['item_number', 'ItemName']"
['الطلبات'],['order']
"['غير', 'البيانات']","['change', 'update_data']"
['قائمة'],['Menu']
"['حذف', 'العنوان']","['delete', 'address']"
['تعرضلي'],['show']
['العنوان'],['address']
['منيو'],['Menu']
['البيت'],['address']
['الكارت'],['card']
"['قائمة', 'المنيو']","['Menu', 'Menu']"
['الاوردر'],['order']
['اضيف'],['add']
"['اسجل', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
['منيو'],['Menu']
['الاوردر'],['order']
['لحد'],['late']
"['هاخد', '2', 'سوبر', 'سوبريم', 'بيتزا']","['show', 'item_number', 'ItemName', 'ItemName', 'ItemName']"
['3'],['item_number']
['دلوقتي'],['late']
"['احدث', 'عنواني']","['update_data', 'address']"
"['اشوف', 'الكارت']","['show', 'card']"
"['عايزة', 'اغير', 'رقم', 'الموبايل']","['show', 'change', 'phone_number', 'phone_number']"
"['اغير', 'عنوان', 'البيت', 'عنوان']","['change', 'address', 'address', 'address']"
['عطيني'],['show']
"['تعرضلي', 'الطعام']","['show', 'Menu']"
['المنيو'],['Menu']
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
['رقم'],['phone_number']
"['عايزة', 'اشوف', 'الاوردر']","['show', 'show', 'order']"
"['اغير', 'رقم']","['change', 'phone_number']"
"['اشوف', 'القائمة']","['show', 'Menu']"
"['3', 'تشيكن', 'سيزر']","['item_number', 'ItemName', 'ItemName']"
"['الغاء', 'عنواني']","['cancel', 'address']"
"['اللغة', 'الانجليزية']","['Language', 'Language']"
"['ايه', 'الاوردر']","['late', 'order']"
['2'],['item_number']
['مع'],['add']
['احذف'],['delete']
['الله'],['Gbu']
"['عايزة', 'منيو']","['show', 'Menu']"
"['اغير', 'رقم']","['change', 'phone_number']"
['الاوردر'],['order']
['رقم'],['phone_number']
"['شوف', 'الاوردر']","['show', 'order']"
"['احذف', 'العنوان']","['delete', 'address']"
['قائمة'],['Menu']
['العنوان'],['address']
['قبل'],['previous']
"['اشوف', 'قبل']","['show', 'previous']"
"['تبديل', 'رقم', 'الموبايل']","['edit', 'phone_number', 'phone_number']"
['كبير'],['itemSize']
['نظره'],['show']
"['احدد', 'عنوان']","['add', 'address']"
"['اعرف', 'ايه']","['show', 'late']"
"['طلباتي', 'السابقة']","['order', 'previous']"
"['اشوف', 'الطلبات', 'القديمة']","['show', 'order', 'previous']"
"['شيل', 'عنوان', 'البيت']","['edit', 'address', 'address']"
['المنيو'],['Menu']
"['وريني', 'المنيو']","['show', 'Menu']"
['الطلبات'],['order']
['عنوان'],['address']
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
"['وريني', 'اوردراتي', 'السابقة']","['show', 'order', 'previous']"
"['اعرف', 'قديش', 'وقت']","['show', 'show', 'late']"
"['اغير', 'العنوان']","['change', 'address']"
"['الطلبات', 'ايه']","['order', 'late']"
['الاوردر'],['order']
"['اضيف', 'عنوان', 'البيت']","['add', 'address', 'address']"
['الكارت'],['card']
['الاوردر'],['order']
['رقم'],['phone_number']
"['اغير', 'لغة']","['change', 'Language']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
['الاوردر'],['order']
['رقم'],['phone_number']
['الاوردر'],['order']
"['تفرجيني', 'قائمة', 'الطلبات', 'السابقة']","['show', 'Menu', 'order', 'previous']"
"['ايه', 'وقت', 'الاوردر']","['late', 'late', 'order']"
"['عنوان', 'البيت']","['address', 'address']"
['الاوردر'],['order']
['الاوردر'],['order']
"['الهابي', 'ميل']","['ItemName', 'ItemName']"
['منيو'],['Menu']
