,new_text,new_label
2368,مع,add
2369,تبعتلي منيو سبكترا,show Menu location
2370,السابقة,previous
2371,الغي ميل,cancel ItemName
2372,,
2373,اللغة,Language
2374,,
2375,اغير رقم الجوال,change phone_number phone_number
2376,كبير,itemSize
2377,غير اللغة,change Language
2378,اعرف الاوردر,show order
2379,,
2380,الاوردر,order
2381,,
2382,كبير,itemSize
2383,,
2384,الطلبات السابقة,order previous
2385,العنوان,address
2386,الغي العنوان,cancel address
2387,بيتزا,ItemName
2388,بيتزا سوبر سوبريم,ItemName ItemName ItemName
2389,,
2390,رقم موبايلي,phone_number phone_number
2391,مع,add
2392,طلبتها,order
2393,,
2394,عايزة الطلبات,show order
2395,بدون,Exclude
2396,الاوردر,order
2397,,
2398,,
2399,,
2400,,
2401,,
2402,تعرضلي,show
2403,,
2404,شوف الاوردرات السابقة,show order previous
2405,كبير,itemSize
2406,اللغة,Language
2407,تفرجيني اوردراتي طلبتها قبل,show order order previous
2408,عايزة 2 ساندوتش,show item_number ItemName
2409,قائمة,Menu
2410,شوف طلبتها,show order
2411,اغير عنوان البيت,change address address
2412,عايزة احدث عنوان,show update_data address
2413,,
2414,,
2415,اللغة,Language
2416,,
2417,الاوردر,order
2418,اشوف,show
2419,رقم موبايلي,phone_number phone_number
2420,الاوردر ايه,order late
2421,الاوردر رقم,order phone_number
2422,,
2423,القائمة,Menu
2424,اشوف منيو,show Menu
2425,,
2426,الاوردر,order
2427,تعرضلي,show
2428,الاوردر رقم,order phone_number
2429,شوف قائمة الطعام,show Menu Menu
2430,تغيير البيانات,change update_data
2431,,
2432,قائمة الطلبات السابقة,Menu order previous
2433,العنوان,address
2434,اشوف الطلبات,show order
2435,الاوردر,order
2436,اعرف ايه,show late
2437,غير العنوان,change address
2438,رقم,phone_number
2439,,
2440,وقت ايه,late late
2441,اسجل عنواني,update_data address
2442,,
2443,,
2444,تبعتلي الاوردرات السابقة,show order previous
2445,,
2446,تغيير البيانات,change update_data
2447,,
2448,,
2449,اضيف رقم,add phone_number
2450,منيو,Menu
2451,,
2452,,
2453,الاوردر,order
2454,عايزة,show
2455,اضيف رقم,add phone_number
2456,,
2457,هاخد 2 بيتزا,show item_number ItemName
2458,شوف المنيو,show Menu
2459,,
2460,اشوف الكارت,show card
2461,اعرف وقت ايه الاوردر,show late late order
2462,اعرضلي قائمة تغيير البيانات,show Menu change update_data
2463,3,item_number
2464,,
2465,الطلبات,order
2466,عنوان,address
2467,منيو الاطباق,Menu Menu
2468,,
2469,الاوردر,order
2470,,
2471,,
2472,اعرف وقت اد ايه,show late late late
2473,3 2 كبير,item_number item_number itemSize
2474,شوف الكارت,show card
2475,مع,add
2476,2,item_number
2477,اغير رقم,change phone_number
2478,شوف,show
2479,الغي عنوان,cancel address
2480,كبير,itemSize
2481,2,item_number
2482,غير اللغة,change Language
2483,غير رقم للرقم,change phone_number phone_number
2484,مع,add
2485,امسح عنوان البيت,delete address address
2486,امسح,delete
2487,,
2488,الطلبات القديمة,order previous
2489,,
2490,كام,invoice
2491,اشوف الطلبات,show order
2492,,
2493,الاوردر اد ايه,order late late
2494,,
2495,عنواني,address
2496,مع,add
2497,,
2498,,
2499,كبير,itemSize
2500,,
2501,,
2502,مع,add
2503,للرقم,phone_number
2504,,
2505,العنوان,address
2506,سبكترا,location
2507,الاوردرات طلبتها قبل,order order previous
2508,تغيرلي عنواني,change address
2509,الغي العنوان,cancel address
2510,,
2511,,
2512,3,item_number
2513,تشيكن,ItemName
2514,,
2515,تفرجيني منيو,show Menu
2516,الاوردر,order
2517,الاوردر,order
2518,تغير عنوان البيت,change address address
2519,,
2520,هاخد مع,show add
2521,رقم,phone_number
2522,,
2523,اعرضلي الاوردر,show order
2524,عنوان الاوردر,address order
2525,,
2526,اشوف القائمة,show Menu
2527,اوردر,order
2528,عايزة بيتزا بصل,show ItemName Exclude
2529,كبيرة,itemSize
2530,,
2531,العنوان,address
2532,,
2533,,
2534,الفاتورة,invoice
2535,,
2536,,
2537,قائمة,Menu
2538,اشوف طلباتي,show order
2539,,
2540,احذف العنوان,delete address
2541,تشيكن,ItemName
2542,غير رقم,change phone_number
2543,,
2544,احدد اللغة الاسبانية,add Language Language
2545,بدون,Exclude
2546,,
2547,الاوردر,order
2548,,
2549,رقم الجوال للرقم,phone_number phone_number phone_number
2550,فاضله اد ايه,late late late
2551,عنواني,address
2552,غير رقم الموبايل,change phone_number phone_number
2553,اعدل العنوان,edit address
2554,بيتزا,ItemName
2555,,
2556,عايزة,show
2557,عايزة اللغة,show Language
2558,تعرضلي,show
2559,الطعام,Menu
2560,مع,add
2561,,
2562,,
2563,,
2564,غير رقم,change phone_number
2565,غير عنوان,change address
2566,,
2567,,
2568,تغيرلي,change
2569,شوف الاوردرات السابقة,show order previous
2570,عنوان البيت,address address
2571,قديش,show
2572,اشوف الطلبات,show order
2573,عايزة اغير العنوان,show change address
2574,,
2575,احذف,delete
2576,,
2577,المنيو,Menu
2578,,
2579,الاوردرات القديمة,order previous
2580,,
2581,,
2582,,
2583,عنواني,address
2584,عطيني,show
2585,احذف,delete
2586,مع الاوردر,add order
2587,المنيو,Menu
2588,,
2589,اشوف,show
2590,عنواني,address
2591,رقم هاتفى للرقم,phone_number phone_number phone_number
2592,مع,add
2593,الفاتورة,invoice
2594,الفاتورة,invoice
2595,عايزة اشوف الطلبات القديمة,show show order previous
2596,2 سلطة,item_number ItemName
2597,غير رقم,change phone_number
2598,3,item_number
2599,اشوف الطلبات,show order
2600,ايه وقت الاوردر,late late order
2601,عنواني,address
2602,الطلبات السابقة,order previous
2603,3 بيتزا تشيكن,item_number ItemName ItemName
2604,,
2605,الطلبات طلبتها,order order
2606,غير رقم الموبايل,change phone_number phone_number
2607,اشوف طلباتي السابقة,show order previous
2608,2 بيتزا,item_number ItemName
2609,الطلبات,order
2610,,
2611,غير البيانات,change update_data
2612,,
2613,قائمة,Menu
2614,حذف العنوان,delete address
2615,تعرضلي,show
2616,,
2617,العنوان,address
2618,منيو,Menu
2619,البيت,address
2620,الكارت,card
2621,قائمة المنيو,Menu Menu
2622,,
2623,الاوردر,order
2624,,
2625,اضيف,add
2626,,
2627,اسجل عنوان البيت,update_data address address
2628,منيو,Menu
2629,الاوردر,order
2630,لحد,late
2631,هاخد 2 سوبر سوبريم بيتزا,show item_number ItemName ItemName ItemName
2632,3,item_number
2633,,
2634,دلوقتي,late
2635,,
2636,,
2637,,
2638,احدث عنواني,update_data address
2639,اشوف الكارت,show card
2640,عايزة اغير رقم الموبايل,show change phone_number phone_number
2641,,
2642,,
2643,اغير عنوان البيت عنوان,change address address address
2644,عطيني,show
2645,,
2646,تعرضلي الطعام,show Menu
2647,المنيو,Menu
2648,رقم موبايلي,phone_number phone_number
2649,رقم,phone_number
2650,عايزة اشوف الاوردر,show show order
2651,اغير رقم,change phone_number
2652,اشوف القائمة,show Menu
2653,3 تشيكن سيزر,item_number ItemName ItemName
2654,الغاء عنواني,cancel address
2655,,
2656,,
2657,اللغة الانجليزية,Language Language
2658,,
2659,,
2660,ايه الاوردر,late order
2661,2,item_number
2662,مع,add
2663,احذف,delete
2664,الله,Gbu
2665,عايزة منيو,show Menu
2666,اغير رقم,change phone_number
2667,الاوردر,order
2668,رقم,phone_number
2669,شوف الاوردر,show order
2670,,
2671,احذف العنوان,delete address
2672,قائمة,Menu
2673,العنوان,address
2674,,
2675,,
2676,قبل,previous
2677,اشوف قبل,show previous
2678,تبديل رقم الموبايل,edit phone_number phone_number
2679,كبير,itemSize
2680,,
2681,نظره,show
2682,احدد عنوان,add address
2683,,
2684,اعرف ايه,show late
2685,طلباتي السابقة,order previous
2686,اشوف الطلبات القديمة,show order previous
2687,,
2688,,
2689,شيل عنوان البيت,edit address address
2690,المنيو,Menu
2691,,
2692,وريني المنيو,show Menu
2693,الطلبات,order
2694,عنوان,address
2695,غير رقم الجوال,change phone_number phone_number
2696,وريني اوردراتي السابقة,show order previous
2697,,
2698,اعرف قديش وقت,show show late
2699,اغير العنوان,change address
2700,الطلبات ايه,order late
2701,الاوردر,order
2702,اضيف عنوان البيت,add address address
2703,,
2704,,
2705,الكارت,card
2706,الاوردر,order
2707,رقم,phone_number
2708,اغير لغة,change Language
2709,قائمة الطعام,Menu Menu
2710,,
2711,,
2712,الاوردر,order
2713,رقم,phone_number
2714,,
2715,,
2716,الاوردر,order
2717,تفرجيني قائمة الطلبات السابقة,show Menu order previous
2718,ايه وقت الاوردر,late late order
2719,عنوان البيت,address address
2720,,
2721,الاوردر,order
2722,الاوردر,order
2723,,
2724,الهابي ميل,ItemName ItemName
2725,,
2726,منيو,Menu
2727,الاوردر,order
2728,كام,invoice
2729,,
2730,,
2731,,
2732,5,item_number
2733,,
2734,,
2735,,
2736,اغير عنوان البيت,change address address
2737,لحد دلوقتي,late late
2738,,
2739,للحين,late
2740,رقم,phone_number
2741,احدث عنواني,update_data address
2742,عنوان,address
2743,,
2744,قديش وقت الاوردر,show late order
2745,غير رقم,change phone_number
2746,,
2747,تشيكن بيتزا,ItemName ItemName
2748,,
2749,عنوان البيت,address address
2750,القائمة,Menu
2751,صغيرة,itemSize
2752,,
2753,,
2754,,
2755,القائمة,Menu
2756,3,item_number
2757,اشوف منيو السندوتشات,show Menu ItemName
2758,تعرضلي منيو,show Menu
2759,,
2760,احذف,delete
2761,مع,add
2762,اعرضلي,show
2763,اعرف الفاتورة,show invoice
2764,اشوف منيو,show Menu
2765,تشيكن,ItemName
2766,,
2767,الاوردر اد ايه,order late late
2768,منيو,Menu
2769,,
2770,3 بيتزا,item_number ItemName
2771,غير اللغة,change Language
2772,العنوان,address
2773,الاوردر,order
2774,,
2775,,
2776,تغيرلي عنوان,change address
2777,,
2778,2,item_number
2779,تفرجيني,show
2780,الاوردر,order
2781,,
2782,عايزة احذف عنوان البيت,show delete address address
2783,العنوان,address
2784,,
2785,مع,add
2786,,
2787,كام الفاتورة,invoice invoice
2788,,
2789,غير رقم,change phone_number
2790,اضيف,add
2791,,
2792,شوف البيتزا,show ItemName
2793,احذف,delete
2794,المنيو,Menu
2795,رقم,phone_number
2796,غير,change
2797,اوردر,order
2798,,
2799,,
2800,الاوردر,order
2801,,
2802,,
2803,3 بيتزا,item_number ItemName
2804,,
2805,الاوردر,order
2806,الغي,cancel
2807,اغير عنواني,change address
2808,ايه,late
2809,اغير العنوان,change address
2810,الاوردر,order
2811,عنوان البيت,address address
2812,غير عنواني,change address
2813,,
2814,اعرف الاوردر ايه,show order late
2815,الاوردر,order
2816,كبيرة,itemSize
2817,,
2818,عايزة اوردر,show order
2819,,
2820,,
2821,اغير اللغة,change Language
2822,,
2823,الاوردر,order
2824,قائمة,Menu
2825,هاخد 3 ساندوتش,show item_number ItemName
2826,عايزة الغي عنواني,show cancel address
2827,,
2828,عنواني,address
2829,تعرضلي طلبتها,show order
2830,عايزة رقم,show phone_number
2831,الطلبات,order
2832,,
2833,,
2834,الاوردر,order
2835,الاوردر 2 تشيكن ساندوتش,order item_number ItemName ItemName
2836,الاوردر,order
2837,الاوردر,order
2838,احذف تشيكن,delete ItemName
2839,,
2840,,
2841,عنوان البيت,address address
2842,اسجل عنواني,update_data address
2843,تغيير عنوان البيت,change address address
2844,الاوردر دلوقتى,order late
2845,2 واحد واحد كبير,item_number item_number item_number itemSize
2846,العنوان,address
2847,,
2848,تغيير,change
2849,بيتزا,ItemName
2850,غير,change
2851,قديش,show
2852,ايه,late
2853,3 سوبر سوبريم بيتزا غير,item_number ItemName ItemName ItemName change
2854,2 مع,item_number add
2855,كبير,itemSize
2856,اغير رقم الجوال,change phone_number phone_number
2857,الاوردر,order
2858,اغير العنوان,change address
2859,مع,add
2860,,
2861,اضيف رقم,add phone_number
2862,مع,add
2863,قائمة,Menu
2864,اشوف,show
2865,عنواني,address
2866,,
2867,رقم الموبايل,phone_number phone_number
2868,تغيرلي رقم الجوال,change phone_number phone_number
2869,عايزة اوردر رقم,show order phone_number
2870,,
2871,غير,change
2872,احدث العنوان,update_data address
2873,اشوف قائمة الطعام,show Menu Menu
2874,2 ساندوتش,item_number ItemName
2875,,
2876,تشيكن,ItemName
2877,,
2878,,
2879,الاوردر,order
2880,اشوف الطلبات,show order
2881,اسجل عنوان,update_data address
2882,,
2883,مع,add
2884,عنواني,address
2885,العنوان,address
2886,اضيف,add
2887,,
2888,ايه,late
2889,اشوف الاوردر,show order
2890,,
2891,,
2892,الاوردر,order
2893,,
2894,,
2895,الاوردر,order
2896,2 بيتزا,item_number ItemName
2897,احذف,delete
2898,وقت اد ايه,late late late
2899,5,item_number
2900,الاوردرات,order
2901,عايزة,show
2902,,
2903,الطلبات,order
2904,,
2905,اعرف,show
2906,اغير رقم,change phone_number
2907,مع,add
2908,,
2909,2 بيتزا كبيرة,item_number ItemName itemSize
2910,وريني الاوردرات طلبتها قبل,show order order previous
2911,,
2912,,
2913,عايزة احذف,show delete
2914,,
2915,,
2916,رقم,phone_number
2917,الاوردر,order
2918,,
2919,مع كبير,add itemSize
2920,رقم موبايلي,phone_number phone_number
2921,تغير عنوان البيت,change address address
2922,العنوان,address
2923,الغي عنواني,cancel address
2924,ايه دلوقتي,late late
2925,الاوردر,order
2926,اشوف الطلبات,show order
2927,منيو,Menu
2928,,
2929,وريني الطلبات السابقة,show order previous
2930,,
2931,,
2932,,
2933,واحد,item_number
2934,,
2935,عنواني,address
2936,,
2937,امسح,delete
2938,,
2939,تبعتلي الاوردر,show order
2940,مع,add
2941,عايزة اغير اللغة,show change Language
2942,تغيرلي اللغة,change Language
2943,عايزة اضيف,show add
2944,,
2945,لحد,late
2946,,
2947,مع,add
2948,,
2949,طلبتها,order
2950,كبير,itemSize
2951,اشوف قائمة الطعام,show Menu Menu
2952,الاوردر,order
2953,,
2954,عايزة احدد عنوان,show add address
2955,تغيير البيانات,change update_data
2956,غير العنوان,change address
2957,تفرجيني قبل,show previous
2958,2 مع,item_number add
2959,رقم,phone_number
2960,رقم,phone_number
2961,,
2962,رقم,phone_number
2963,اشوف قبل,show previous
2964,اشوف,show
2965,كبيرة,itemSize
2966,,
2967,عايزة,show
2968,سلطة,ItemName
2969,رقم البيت,phone_number address
2970,اغير عنوان البيت,change address address
2971,اشوف قائمة الطعام,show Menu Menu
2972,اشوف,show
2973,,
2974,,
2975,اتنين غير,item_number change
2976,,
2977,السابقة,previous
2978,,
2979,اشوف الاوردرات السابقة,show order previous
2980,,
2981,2 بيتزا كبير,item_number ItemName itemSize
2982,غير,change
2983,الاوردر ايه,order late
2984,غير رقم الجوال,change phone_number phone_number
2985,اضيف عنوان البيت,add address address
2986,3,item_number
2987,احدد عنواني,add address
2988,,
2989,تعرضلي قائمة الطعام,show Menu Menu
2990,المنيو,Menu
2991,,
2992,تشيكن,ItemName
2993,تشيكن,ItemName
2994,غير رقم الموبايل,change phone_number phone_number
2995,الاوردر,order
2996,اعرف,show
2997,تشيكن,ItemName
2998,مع,add
2999,الاوردر,order
3000,تغيير,change
3001,,
3002,اشوف قبل,show previous
3003,منيو,Menu
3004,,
3005,اوردر 2 بيتزا سوبر سوبريم غير,order item_number ItemName ItemName ItemName change
3006,اعرضلي الطلبات,show order
3007,اغير عنواني,change address
3008,الاوردر رقم,order phone_number
3009,امسح العنوان,delete address
3010,غير اللغة,change Language
3011,شوف المنيو,show Menu
3012,اسجل عنواني,update_data address
3013,الاوردر,order
3014,عنوان البيت,address address
3015,ساندوتش,ItemName
3016,,
3017,,
3018,شوف المنيو,show Menu
3019,تغير عنوان البيت,change address address
3020,اسجل عنوان البيت,update_data address address
3021,اعرضلي المنيو,show Menu
3022,منيو الاطباق,Menu Menu
3023,اشوف طلباتي طلبتها قبل,show order order previous
3024,قديش وقت,show late
3025,,
3026,الغي,cancel
3027,,
3028,,
3029,,
3030,عنواني,address
3031,,
3032,الاوردر,order
3033,اشوف الكارت,show card
3034,طلبتها,order
3035,,
3036,,
3037,رقم للرقم,phone_number phone_number
3038,اعرف الاوردر ايه,show order late
3039,2,item_number
3040,اعرف الاوردر فاضله ايه,show order late late
3041,,
3042,الطلبات لحد,order late
3043,قائمة تغيير البيانات,Menu change update_data
3044,الطلبات,order
3045,اعرف الاوردر,show order
3046,تغيير رقم الجوال,change phone_number phone_number
3047,رقم,phone_number
3048,,
3049,الاشياء,order
3050,رقم,phone_number
3051,اضيف العنوان,add address
3052,اسجل عنوان البيت,update_data address address
3053,اعدل العنوان,edit address
3054,الغي عنوان,cancel address
3055,عنوان,address
3056,العنوان,address
3057,الاوردر,order
3058,2 بيتزا,item_number ItemName
3059,احدث البيانات,update_data update_data
3060,ايه الاوردر لحد دلوقتى,late order late late
3061,,
3062,اعرف اسجل بياناتي,show update_data update_data
3063,الاوردر,order
3064,عنوان البيت,address address
3065,,
3066,,
3067,اعرف منيو,show Menu
3068,اشوف,show
3069,الفاتورة,invoice
3070,,
3071,شوف الاوردر,show order
3072,,
3073,,
3074,3,item_number
3075,وقت اد ايه,late late late
3076,2 بيتزا مع,item_number ItemName add
3077,اعرف ايه,show late
3078,اغير اللغة,change Language
3079,3 بيتزا بدون,item_number ItemName Exclude
3080,,
3081,عايزة تشيكن,show ItemName
3082,احط عنواني,add address
3083,الاطباق,Menu
3084,,
3085,,
3086,مع,add
3087,,
3088,,
3089,تفرجيني القائمة,show Menu
3090,البيت,address
3091,تعرضلي الطعام,show Menu
3092,,
3093,شوف الطلبات السابقة,show order previous
3094,عنوان البيت,address address
3095,,
3096,تفرجيني,show
3097,الاوردر,order
3098,,
3099,تبعتلي الاوردرات طلبتها قبل,show order order previous
3100,شوف الاوردرات,show order
3101,,
3102,اعرضلي,show
3103,وريني قائمة البيتزا,show Menu ItemName
3104,ساندوتش,ItemName
3105,,
3106,عايزة احذف عنواني,show delete address
3107,ايه,late
3108,كام,invoice
3109,اشوف المنيو,show Menu
3110,امسح عنوان,delete address
3111,,
3112,شوف الطعام,show Menu
3113,اعرف الاوردر ايه,show order late
3114,,
3115,قائمة الطعام,Menu Menu
3116,عايزة,show
3117,3 2 بيتزا,item_number item_number ItemName
3118,قديش وقت,show late
3119,اوردر,order
3120,رقم,phone_number
3121,الاوردر,order
3122,وريني الاوردر,show order
3123,الفاتورة,invoice
3124,,
3125,,
3126,,
3127,اغير رقم موبايلي,change phone_number phone_number
3128,3 بدون,item_number Exclude
3129,غير رقم الجوال,change phone_number phone_number
3130,العنوان,address
3131,,
3132,,
3133,الطلبات,order
3134,,
3135,الفاتورة,invoice
3136,,
3137,هاخد,show
3138,قبل,previous
3139,شوف القائمة,show Menu
3140,اروح,show
3141,مع,add
3142,,
3143,الحجم,itemSize
3144,ايه قائمة البيتزا,late Menu ItemName
3145,للرقم,phone_number
3146,,
3147,عايزة اضيف عنوان,show add address
3148,للحين ماوصل الاوردر رقم,late late order phone_number
3149,الطلبات,order
3150,الاوردر,order
3151,,
3152,السابقة,previous
3153,رقم موبايلي,phone_number phone_number
3154,,
3155,رقم,phone_number
3156,اشوف الاوردر,show order
3157,,
3158,ساندوتش,ItemName
3159,,
3160,كبير,itemSize
3161,المنيو,Menu
3162,اغير,change
3163,اوردر,order
3164,عايزة امسح عنوان البيت,show delete address address
3165,اعرضلي قبل,show previous
3166,,
3167,,
3168,عايزة اسجل عنوان,show update_data address
3169,عايزة اغير البيانات,show change update_data
3170,,
3171,تغيير العنوان,change address
3172,عنواني,address
3173,ايه,late
3174,قائمة تغيير البيانات,Menu change update_data
3175,شوف الطلبات طلبتها,show order order
3176,مع الاوردر رقم,add order phone_number
3177,تبديل اللغة,edit Language
3178,الغي,cancel
3179,,
3180,بيتزا,ItemName
3181,,
3182,,
3183,5,item_number
3184,عنواني,address
3185,اعرف الاوردر,show order
3186,المنيو,Menu
3187,اشوف طلباتي قبل,show order previous
3188,,
3189,,
3190,,
3191,,
3192,العنوان,address
3193,الطلبات,order
3194,,
3195,2,item_number
3196,وريني,show
3197,عنواني,address
3198,,
3199,,
3200,,
3201,غير رقم,change phone_number
3202,,
3203,اشوف الطلبات,show order
3204,العنوان,address
3205,,
3206,,
3207,تشيكن,ItemName
3208,,
3209,كبير,itemSize
3210,قائمة الطعام,Menu Menu
3211,اغير رقم موبايلي,change phone_number phone_number
3212,,
3213,,
3214,غير رقم,change phone_number
3215,الاوردر ايه,order late
3216,الاوردر,order
3217,اشوف قائمة الطعام,show Menu Menu
3218,,
3219,قبل,previous
3220,العنوان,address
3221,,
3222,غير,change
3223,,
3224,,
3225,,
3226,,
3227,مع,add
3228,قائمة الطعام,Menu Menu
3229,,
3230,اعرف ايه,show late
3231,اشوف,show
3232,اشوف الاوردر,show order
3233,اضيف رقم,add phone_number
3234,,
3235,الاوردر ايه,order late
3236,وقت ايه,late late
3237,القائمة,Menu
3238,شوف منيو البيتزا,show Menu ItemName
3239,,
3240,شوف القائمة,show Menu
3241,,
3242,,
3243,شوف منيو,show Menu
3244,,
3245,الاوردر,order
3246,طلباتي السابقة,order previous
3247,الاوردر,order
3248,تغير عنوان البيت,change address address
3249,رقم,phone_number
3250,,
3251,,
3252,رقم,phone_number
3253,,
3254,عايزة,show
3255,الغي العنوان,cancel address
3256,,
3257,عنواني,address
3258,اغير اللغة,change Language
3259,,
3260,القائمة,Menu
3261,المنيو,Menu
3262,,
3263,اوردر رقم ايه,order phone_number late
3264,عايزة احدث العنوان,show update_data address
3265,,
3266,,
3267,اروح,show
3268,اشوف الاطباق سبكترا,show Menu location
3269,وريني الاوردرات السابقة,show order previous
3270,عايزة الغي عنواني,show cancel address
3271,الاوردر رقم,order phone_number
3272,,
3273,منيو,Menu
3274,الاوردر,order
3275,,
3276,عنوان البيت,address address
3277,,
3278,احذف عنواني,delete address
3279,الاوردر,order
3280,الاوردر ايه,order late
3281,3,item_number
3282,,
3283,الطلبات,order
3284,الاوردر,order
3285,,
3286,عايزة قائمة البيانات,show Menu update_data
3287,شوف,show
3288,مع,add
3289,رقم 2,phone_number item_number
3290,اعرف الاوردر,show order
3291,,
3292,,
3293,شوف المنيو,show Menu
3294,,
3295,اعرضلي سبكترا,show location
3296,البيتزا,ItemName
3297,عايزة احذف,show delete
3298,تغيير اللغة,change Language
3299,الاوردر,order
3300,عنوان البيت,address address
3301,,
3302,الاوردر,order
3303,,
3304,تغيرلي عنواني,change address
3305,,
3306,اوردر ايه,order late
3307,عايزة اغير العنوان,show change address
3308,غير رقم,change phone_number
3309,اعرف الاوردر وقت ايه,show order late late
3310,الانجليزية,Language
3311,الغي العنوان,cancel address
3312,,
3313,,
3314,الغي عنوان البيت,cancel address address
3315,,
3316,,
3317,كام,invoice
3318,اشوف اوردر,show order
3319,غير رقم الموبايل,change phone_number phone_number
3320,عنوان,address
3321,,
3322,المنيو,Menu
3323,3 تشيكن كبير,item_number ItemName itemSize
3324,هاخد 2 بيتزا كبير مع,show item_number ItemName itemSize add
3325,اللغة,Language
3326,المنيو,Menu
3327,اغير رقم,change phone_number
3328,عايزة اسجل عنوان,show update_data address
3329,تفرجيني قائمة الطعام,show Menu Menu
3330,تطلعنى,show
3331,شوف قبل,show previous
3332,الكارت,card
3333,,
3334,القائمة,Menu
3335,الطلبات,order
3336,اد ايه,late late
3337,عايزة,show
3338,,
3339,اشوف,show
3340,الاوردر,order
3341,ميل,ItemName
3342,عايزة الاوردر,show order
3343,,
3344,,
3345,اسجل عنوان,update_data address
3346,الاوردر فاضله ايه,order late late
3347,قائمة الاوردرات السابقة,Menu order previous
3348,,
3349,وقت ايه,late late
3350,,
3351,امسح عنواني,delete address
3352,تغيرلي القديمة للرقم,change previous phone_number
3353,العنوان,address
3354,,
3355,مع,add
3356,اعرف الاوردر ايه,show order late
3357,واحد تشيكن,item_number ItemName
3358,شوف المنيو,show Menu
3359,الغي عنوان البيت,cancel address address
3360,عايزة العنوان,show address
3361,عايزة اعرف كام,show show invoice
3362,اشوف الاوردرات,show order
3363,,
3364,غير رقم,change phone_number
3365,مع,add
3366,,
3367,الغي ميل,cancel ItemName
3368,تشيكن,ItemName
3369,مع الاوردر,add order
3370,منيو,Menu
3371,شوف منيو الاطباق,show Menu Menu
3372,اشوف الاوردرات السابقة,show order previous
3373,,
3374,القائمة,Menu
3375,,
3376,,
3377,ايه,late
3378,عنوان,address
3379,عايزة اشوف,show show
3380,غير,change
3381,,
3382,,
3383,عايزة 3,show item_number
3384,كام,invoice
3385,,
3386,العنوان,address
3387,,
3388,العنوان,address
3389,ايه,late
3390,عايزة اغير ايه,show change late
3391,,
3392,,
3393,الاشياء طلبتها,order order
3394,عنواني,address
3395,عايزة,show
3396,شوف منيو الاطباق,show Menu Menu
3397,تفرجيني طلبتها,show order
3398,,
3399,ايه المنيو,late Menu
3400,اعرف الاوردر لحد,show order late
3401,,
3402,,
3403,الحجم,itemSize
3404,,
3405,عنوان البيت,address address
3406,عايزة,show
3407,,
3408,,
3409,,
3410,شوف قائمة الطعام,show Menu Menu
3411,منيو,Menu
3412,المنيو,Menu
3413,اشوف الاوردر,show order
3414,الاوردر ايه,order late
3415,رقم,phone_number
3416,,
3417,اوردر,order
3418,حذف العنوان,delete address
3419,,
3420,عايزة اعرف الاوردر فاضله ايه,show show order late late
3421,اوردر بيتزا سوبر سوبريم ستافد كراست غير بصل,order ItemName ItemName ItemName ItemName ItemName change Exclude
3422,اعرف قديش وقت,show show late
3423,عايزة 2,show item_number
3424,3 مع,item_number add
3425,رقم هاتفى,phone_number phone_number
3426,اشوف الطعام,show Menu
3427,الاوردر,order
3428,,
3429,عايزة الغي,show cancel
3430,تبعتلي قائمة,show Menu
3431,شوف الاوردرات السابقة,show order previous
3432,,
3433,رقم الجوال,phone_number phone_number
3434,اضيف 2,add item_number
3435,غير العنوان,change address
3436,مع,add
3437,شوف الاوردرات طلبتها قبل,show order order previous
3438,ايه,late
3439,الفاتورة,invoice
3440,امسح تشيكن ميل,delete ItemName ItemName
3441,,
3442,اشوف,show
3443,اغير رقم,change phone_number
3444,,
3445,,
3446,تغيير اللغة,change Language
3447,,
3448,الهابي ميل,ItemName ItemName
3449,الاوردر,order
3450,اشوف المنيو,show Menu
3451,,
3452,,
3453,,
3454,,
3455,,
3456,ساندوتش بدون,ItemName Exclude
3457,لحد,late
3458,احدث العنوان,update_data address
3459,,
3460,,
3461,اعرف الاوردر ايه,show order late
3462,,
3463,,
3464,اشوف منيو البيتزا,show Menu ItemName
3465,الطلبات,order
3466,,
3467,اضيف رقم,add phone_number
3468,,
3469,الاوردر,order
3470,ايه,late
3471,الاوردر,order
3472,رقم الموبايل,phone_number phone_number
3473,,
3474,الفاتورة,invoice
3475,,
3476,ايه,late
3477,عايزة اشوف,show show
3478,عنواني,address
3479,مع,add
3480,عنوان,address
3481,سلطة,ItemName
3482,عايزة اعرف كام,show show invoice
3483,تغيير البيانات,change update_data
3484,رقم,phone_number
3485,,
3486,,
3487,,
3488,مع,add
3489,اشوف,show
3490,القائمة,Menu
3491,شوف قديش,show show
3492,اسجل عنوان البيت,update_data address address
3493,احدث العنوان,update_data address
3494,3 تشيكن,item_number ItemName
3495,,
3496,,
3497,العنوان,address
3498,تشيكن ميل,ItemName ItemName
3499,اشوف طلبتها,show order
3500,تفرجيني,show
3501,مع,add
3502,غير,change
3503,ايه,late
3504,,
3505,,
3506,,
3507,,
3508,,
3509,الفاتورة,invoice
3510,,
3511,تعرضلي,show
3512,اشوف المنيو,show Menu
3513,الاوردر,order
3514,بياناتي,update_data
3515,عنوان البيت,address address
3516,,
3517,الاوردر,order
3518,,
3519,احذف العنوان,delete address
3520,العنوان,address
3521,احدث,update_data
3522,سلطة بدون بصل,ItemName Exclude Exclude
3523,العنوان,address
3524,,
3525,نظره الاوردرات,show order
3526,,
3527,,
3528,عنوان,address
3529,,
3530,,
3531,القائمة,Menu
3532,,
3533,,
3534,,
3535,عايزة العنوان,show address
3536,مع,add
